,Year,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Price,Miles_Driven
3320,2014,Diesel,Automatic,Second,47,2143.0,107.3,30044,4970
3321,2018,Diesel,Automatic,First,37,2179.0,140.0,25510,51411
3322,2006,Diesel,Manual,Third,31,2523.0,63.0,3803,119924
3323,2013,Petrol,Automatic,First,42,1498.0,99.6,5552,4349
3324,2012,Diesel,Automatic,Second,29,2179.0,187.74,35748,37282
3325,2017,Petrol,Manual,First,53,796.0,47.3,4730,23612
3326,2013,Petrol,Manual,First,41,1496.0,88.73,6951,35010
3327,2014,Petrol,Manual,First,39,1197.0,80.0,8092,11096
3328,2012,Petrol,Manual,First,47,1197.0,78.9,4867,32932
3329,2016,Diesel,Manual,First,59,1248.0,74.0,8564,42194
3330,2015,Petrol,Manual,First,49,814.0,55.2,4563,11806
3331,2010,Diesel,Automatic,Second,53,1995.0,190.0,14071,41631
3332,2011,Diesel,Manual,First,55,1396.0,70.0,1825,49709
3333,2015,Petrol,Manual,First,53,796.0,47.3,3270,37903
3334,2010,Diesel,Manual,First,51,1199.0,73.9,4639,24233
3335,2014,Petrol,Automatic,First,33,1798.0,138.03,17494,36660
3336,2008,Petrol,Manual,First,42,1086.0,62.1,3498,50288
3337,2016,Petrol,Manual,First,47,1197.0,81.8,7530,21126
3338,2013,Diesel,Manual,First,50,1461.0,84.8,7225,80778
3339,2018,Diesel,Manual,First,57,1248.0,88.5,15440,32547
3340,2011,Petrol,Manual,First,42,1198.0,75.0,4031,27340
3341,2015,Diesel,Manual,First,47,1399.0,68.05,5780,52195
3342,2017,Petrol,Automatic,First,30,1997.0,141.1,25373,25909
3343,2014,Diesel,Manual,First,44,1461.0,108.5,7606,101283
3344,2011,Petrol,Manual,Second,41,1197.0,78.9,5704,26097
3345,2013,Diesel,Manual,Third,50,1396.0,88.76,6252,80156
3346,2015,Petrol,Manual,Second,42,1196.0,86.8,6465,20008
3347,2004,Diesel,Manual,First,24,2835.0,107.2,5248,80156
3348,2014,Diesel,Automatic,First,40,1968.0,174.33,34227,24854
3349,2006,Petrol,Manual,First,29,1998.0,132.0,6845,93205
3350,2007,Petrol,Manual,First,35,1150.0,74.9,1369,86991
3351,2006,Petrol,Manual,First,35,1341.0,83.0,2814,39258
3352,2013,Diesel,Manual,First,60,1498.0,98.6,4943,24590
3353,2014,Diesel,Manual,First,53,1498.0,89.84,11165,43728
3354,2015,Diesel,Manual,First,47,1498.0,88.5,6465,16314
3355,2016,Petrol,Manual,First,43,1197.0,81.86,9811,8363
3356,2011,Diesel,Manual,Second,30,2494.0,102.0,16353,75807
3357,2015,Diesel,Automatic,First,35,2143.0,203.2,42213,36405
3358,2005,Petrol,Manual,Second,40,1061.0,64.0,1506,71457
3359,2016,Diesel,Automatic,First,29,2198.0,158.0,36509,46602
3360,2016,Petrol,Manual,First,43,1197.0,81.86,9279,18822
3361,2017,Petrol,Manual,First,41,1199.0,88.7,12550,20037
3362,2013,Petrol,Manual,First,38,1198.0,73.9,7073,45981
3363,2014,Petrol,Manual,First,32,1997.0,153.86,14831,34858
3364,2014,Petrol,Manual,First,44,1197.0,81.86,6693,38105
3365,2014,Petrol,Manual,First,44,1197.0,85.8,6069,20505
3366,2016,Diesel,Automatic,First,38,2993.0,258.0,69565,11240
3367,2014,Diesel,Manual,First,53,1498.0,89.84,8016,44359
3368,2014,CNG,Manual,First,61,998.0,58.2,5324,25476
3369,2016,Diesel,Manual,First,61,1498.0,98.6,11028,41631
3370,2008,Diesel,Manual,Second,39,1405.0,70.0,2433,61515
3371,2014,Diesel,Manual,Second,44,1461.0,108.45,9127,88234
3372,2010,Petrol,Manual,First,47,1197.0,78.9,4563,16755
3373,2015,Petrol,Manual,First,43,1199.0,88.7,7530,17167
3374,2016,Diesel,Manual,First,55,1248.0,88.5,13675,51261
3375,2007,Petrol,Manual,Third,27,2354.0,144.0,2814,53437
3376,2016,Petrol,Manual,First,38,1198.0,73.9,9370,16765
3377,2010,Diesel,Manual,First,49,1248.0,73.9,5324,68643
3378,2014,Petrol,Manual,First,45,1199.0,88.76,6845,42874
3379,2017,Petrol,Manual,First,43,1197.0,81.83,11789,7456
3380,2014,Diesel,Manual,First,48,1461.0,83.8,10040,48156
3381,2014,Petrol,Manual,First,44,1197.0,82.0,7575,29845
3382,2008,Diesel,Automatic,Third,37,1995.0,181.0,14831,105633
3383,2014,Diesel,Manual,First,53,1498.0,89.84,8442,43225
3384,2016,Diesel,Automatic,First,50,1498.0,108.5,15668,28267
3385,2011,Petrol,Automatic,Second,27,2354.0,177.6,11409,52816
3386,2008,Petrol,Manual,First,34,1399.0,92.7,2738,34735
3387,2017,Petrol,Manual,First,38,1199.0,74.0,9507,11495
3388,2015,Diesel,Manual,Second,35,2489.0,93.7,10344,80622
3389,2009,Petrol,Automatic,First,45,1197.0,80.0,4563,31629
3390,2015,Diesel,Manual,First,35,2179.0,140.0,17646,52645
3391,2013,Diesel,Manual,Second,53,1582.0,126.24,10572,24854
3392,2010,Petrol,Manual,Third,33,1798.0,160.0,5324,37282
3393,2014,Petrol,Manual,First,44,1197.0,81.86,8366,20813
3394,2015,Petrol,Manual,First,43,1197.0,81.83,8594,15534
3395,2013,Diesel,Manual,First,42,1248.0,73.8,4943,44117
3396,2015,Petrol,Automatic,First,33,1598.0,103.6,11743,12940
3397,2016,Diesel,Manual,First,46,1582.0,126.2,18254,26249
3398,2013,Diesel,Manual,First,59,936.0,57.6,2357,61265
3399,2011,Diesel,Manual,First,27,2982.0,171.0,16353,38587
3400,2016,Petrol,Manual,First,43,1197.0,81.83,10222,27488
3401,2012,Diesel,Automatic,First,28,2967.0,241.4,43430,57006
3402,2013,Diesel,Automatic,Second,41,2967.0,300.0,114091,12320
3403,2016,Petrol,Manual,First,41,1497.0,117.3,15957,22922
3404,2012,Diesel,Manual,First,40,1493.0,100.0,5780,55953
3405,2012,Diesel,Automatic,First,38,1968.0,140.0,28142,45982
3406,2013,Petrol,Automatic,First,29,2359.0,198.25,9127,25476
3407,2012,Diesel,Manual,First,52,1582.0,126.32,8366,51995
3408,2010,Petrol,Manual,First,44,998.0,67.1,3498,56544
3409,2016,Diesel,Manual,First,57,1248.0,88.5,13234,31068
3410,2015,Diesel,Manual,First,57,1120.0,71.01,7530,36039
3411,2012,Diesel,Manual,First,53,1248.0,74.0,6465,49709
3412,2017,Diesel,Manual,Second,37,2179.0,140.0,16642,25656
3413,2013,Diesel,Automatic,First,52,1995.0,190.0,32341,40389
3414,2016,Petrol,Manual,Second,33,1798.0,138.03,17494,10234
3415,2015,Diesel,Manual,Second,53,1396.0,88.73,9127,33764
3416,2016,Petrol,Manual,First,42,1198.0,82.0,6237,14928
3417,2013,Petrol,Manual,First,58,796.0,47.3,3057,14929
3418,2010,Petrol,Manual,First,36,1172.0,67.0,3955,36828
3419,2012,Petrol,Manual,First,44,998.0,67.1,3574,24854
3420,2012,Diesel,Manual,Second,22,2835.0,118.6,13919,96664
3421,2013,Petrol,Manual,First,45,1198.0,86.8,4411,26296
3422,2017,Diesel,Manual,Second,53,1396.0,88.73,13964,15007
3423,2016,Petrol,Automatic,First,30,1591.0,121.3,17417,16777
3424,2012,CNG,Manual,Second,63,796.0,38.4,3194,57166
3425,2017,Petrol,Manual,First,41,1198.0,86.7,8412,38397
3426,2016,Petrol,Manual,First,42,1198.0,82.0,5704,8388
3427,2018,Petrol,Automatic,First,42,1497.0,117.3,19015,2796
3428,2017,Diesel,Automatic,First,37,2179.0,140.0,23578,14291
3429,2013,Diesel,Automatic,Second,34,2143.0,170.0,22057,50068
3430,2017,Diesel,Automatic,First,46,1461.0,108.45,18954,26498
3431,2014,Petrol,Manual,Second,38,1198.0,74.0,7986,18641
3432,2009,Diesel,Automatic,Second,31,2987.0,282.0,38030,60894
3433,2012,Diesel,Automatic,First,30,2993.0,271.23,68454,31068
3434,2015,Diesel,Manual,First,66,1248.0,74.0,7758,39338
3435,2014,Diesel,Manual,First,60,1498.0,98.6,5324,41010
3436,2011,Diesel,Automatic,Second,37,1995.0,181.0,19015,45981
3437,2012,Diesel,Manual,First,55,1396.0,88.7,8442,57787
3438,2015,Diesel,Automatic,First,27,2982.0,169.0,29633,43495
3439,2012,Petrol,Manual,First,43,1197.0,85.8,5947,30305
3440,2010,Petrol,Manual,First,43,1199.0,79.4,3331,41010
3441,2017,Petrol,Automatic,First,44,1197.0,82.0,10481,17036
3442,2011,Petrol,Manual,Second,36,1196.0,70.0,5278,32058
3443,2010,Petrol,Manual,First,37,1298.0,88.2,4335,46602
3444,2016,Diesel,Automatic,First,40,1968.0,174.33,39004,24380
3445,2018,Petrol,Manual,First,39,1497.0,116.3,15638,7435
3446,2015,Petrol,Manual,First,42,1199.0,88.7,9583,22990
3447,2014,Diesel,Manual,First,47,1498.0,88.8,7225,44067
3448,2013,Diesel,Manual,First,46,1461.0,83.14,8823,40563
3449,2016,Diesel,Automatic,First,29,2179.0,187.7,67694,38525
3450,2014,Petrol,Manual,First,43,1197.0,82.9,7073,27666
3451,2009,Petrol,Manual,First,39,1497.0,118.0,5476,53974
3452,2015,Diesel,Manual,First,37,2179.0,140.0,18634,63768
3453,2017,Diesel,Manual,First,38,1956.0,170.0,30424,27961
3454,2017,Diesel,Manual,First,37,2179.0,140.0,24339,13670
3455,2011,Diesel,Automatic,Second,27,2179.0,120.0,9446,67670
3456,2016,Petrol,Manual,First,45,1198.0,67.0,4943,7953
3457,2016,Diesel,Manual,First,36,2179.0,120.0,14831,19883
3458,2014,Petrol,Automatic,First,36,1198.0,86.7,6769,24233
3459,2017,Diesel,Manual,First,60,1498.0,98.6,18254,26097
3460,2008,Petrol,Manual,First,33,1396.0,65.0,1216,45360
3461,2018,Diesel,Manual,First,56,1186.0,73.97,9051,29825
3462,2015,CNG,Manual,First,78,796.0,40.3,4563,11184
3463,2014,Petrol,Manual,First,40,1396.0,105.5,7986,11806
3464,2019,Diesel,Manual,First,32,2393.0,147.8,33771,20876
3465,2012,Diesel,Automatic,First,40,1995.0,184.0,20536,39146
3466,2015,Diesel,Automatic,First,39,1968.0,138.03,20536,29825
3467,2014,Diesel,Manual,First,47,1399.0,68.05,5278,41010
3468,2013,Diesel,Automatic,Second,26,2696.0,184.0,14451,49709
3469,2011,Petrol,Manual,First,35,1598.0,103.6,7301,22990
3470,2016,Petrol,Manual,First,35,1598.0,103.52,9948,21784
3471,2012,Petrol,Manual,First,38,1198.0,73.9,4715,32311
3472,2015,Diesel,Manual,First,55,1248.0,88.5,12154,38098
3473,2009,Petrol,Manual,Second,34,1798.0,138.1,5020,27961
3474,2015,Diesel,Manual,First,48,1248.0,88.8,13310,45981
3475,2013,Petrol,Automatic,First,45,1197.0,80.0,6373,55302
3476,2019,Diesel,Automatic,First,42,2143.0,136.0,46807,8335
3477,2006,Petrol,Manual,Second,39,1497.0,100.0,3209,59030
3478,2018,Petrol,Manual,First,42,1198.0,82.0,9507,9879
3479,2011,Diesel,Manual,First,27,2982.0,171.0,17341,93827
3480,2011,Petrol,Manual,First,39,1497.0,118.0,7910,40389
3481,2017,Diesel,Automatic,First,43,1968.0,187.74,60605,22881
3482,2013,Diesel,Manual,First,47,1399.0,68.05,6769,40567
3483,2014,Diesel,Automatic,First,42,2143.0,136.0,29663,32311
3484,2007,Petrol,Manual,First,35,1150.0,74.9,2662,20505
3485,2016,Diesel,Manual,First,60,1498.0,99.0,7758,44117
3486,2013,Diesel,Automatic,First,53,1582.0,126.2,10344,44117
3487,2016,Petrol,Automatic,First,50,1197.0,83.1,8731,12427
3488,2010,Petrol,Manual,First,37,1197.0,85.0,5020,44117
3489,2010,Diesel,Automatic,First,23,3498.0,271.72,48679,18019
3490,2016,Diesel,Automatic,First,51,1995.0,190.0,53242,16777
3491,2017,Diesel,Automatic,First,66,1248.0,73.75,13538,11806
3492,2011,Petrol,Manual,Second,40,1591.0,121.3,6084,36039
3493,2018,Diesel,Manual,First,40,1956.0,170.0,29602,26223
3494,2009,Diesel,Automatic,First,26,1991.0,142.0,7986,58408
3495,2013,CNG,Manual,Second,35,1196.0,73.0,3955,32311
3496,2018,Diesel,Manual,First,50,1497.0,108.5,14025,3044
3497,2013,Petrol,Manual,First,49,814.0,55.2,2738,43495
3498,2015,Diesel,Automatic,First,34,2993.0,258.0,48298,40554
3499,2014,Diesel,Manual,First,48,1248.0,88.76,9112,33907
3500,2015,Petrol,Manual,First,42,1198.0,86.7,7514,31914
3501,2007,Petrol,Manual,Third,39,1388.0,68.0,2281,77671
3502,2008,Petrol,Manual,Third,31,1799.0,130.0,4943,41010
3503,2007,LPG,Manual,First,40,1061.0,57.5,2966,40418
3504,2014,Diesel,Manual,First,48,1248.0,88.8,9887,13844
3505,2013,Diesel,Manual,First,56,1120.0,70.0,5643,39276
3506,2018,Petrol,Manual,First,47,1197.0,81.86,7606,19262
3507,2008,Petrol,Manual,First,46,1086.0,68.05,3027,37282
3508,2017,Petrol,Manual,First,42,1198.0,86.7,6465,19887
3509,2009,Diesel,Automatic,First,29,2698.0,179.5,12169,48466
3510,2011,Petrol,Manual,First,47,1197.0,78.9,4487,5896
3511,2018,Petrol,Manual,First,59,799.0,53.3,5324,3106
3512,2012,Diesel,Automatic,Second,35,1968.0,140.8,24339,37282
3513,2015,Petrol,Manual,First,53,796.0,47.3,4183,31068
3514,2015,Petrol,Manual,First,41,1497.0,117.3,10572,32932
3515,2011,Petrol,Automatic,Second,27,1796.0,186.0,19015,39767
3516,2017,Diesel,Automatic,First,31,2967.0,241.4,56026,27232
3517,2011,Petrol,Manual,First,38,1199.0,74.0,4107,22637
3518,2017,Diesel,Manual,First,50,1396.0,88.7,15060,21747
3519,2011,Petrol,Manual,First,39,1497.0,118.0,5826,58925
3520,2012,Petrol,Manual,First,39,1497.0,118.0,7986,54917
3521,2016,Diesel,Manual,First,53,1598.0,118.0,11789,28082
3522,2010,Petrol,Manual,Second,38,1586.0,103.2,3742,41010
3523,2014,Diesel,Manual,First,55,1248.0,74.0,6024,23971
3524,2015,Diesel,Manual,First,48,1248.0,88.8,12550,24854
3525,2018,Petrol,Manual,First,43,1197.0,81.83,11530,12820
3526,2014,Diesel,Manual,First,56,1120.0,70.0,6069,45386
3527,2014,Petrol,Manual,First,40,1497.0,117.3,9507,33713
3528,2013,Diesel,Manual,First,48,1598.0,103.5,7606,57787
3529,2005,Diesel,Automatic,Second,25,2987.0,198.5,7073,63379
3530,2016,Diesel,Automatic,First,30,2199.0,194.3,32508,17945
3531,2007,Petrol,Manual,First,46,796.0,46.3,2662,32432
3532,2018,Diesel,Manual,First,29,2499.0,134.0,24476,12689
3533,2012,Diesel,Manual,First,58,1396.0,88.7,6237,23612
3534,2015,Diesel,Manual,First,47,1399.0,68.0,5415,57716
3535,2010,Petrol,Manual,Second,39,1497.0,118.0,6404,26718
3536,2015,Diesel,Manual,First,56,1582.0,126.2,10040,35418
3537,2018,Petrol,Automatic,First,30,1591.0,121.3,21829,20153
3538,2017,Diesel,Manual,First,53,1498.0,89.84,14451,19883
3539,2011,Diesel,Automatic,First,26,2993.0,241.0,33314,36660
3540,2016,Diesel,Automatic,First,42,1995.0,190.0,46321,47514
3541,2016,Diesel,Manual,First,60,1498.0,99.0,7758,62137
3542,2013,Petrol,Automatic,First,39,1591.0,121.3,8275,23044
3543,2010,Diesel,Manual,First,32,1399.0,68.0,2433,83885
3544,2014,Diesel,Automatic,First,41,1968.0,174.33,25358,34089
3545,2012,Petrol,Automatic,First,35,1396.0,98.6,5856,34921
3546,2011,Diesel,Manual,First,33,2755.0,174.5,16185,105015
3547,2016,Petrol,Manual,First,59,799.0,53.3,5324,12569
3548,2008,Petrol,Manual,Third,42,995.0,62.0,1673,38525
3549,2011,Petrol,Manual,Second,38,1599.0,103.2,3955,32000
3550,2012,Diesel,Automatic,First,44,1995.0,184.0,28142,42874
3551,2015,Diesel,Manual,First,62,1248.0,74.0,12093,38820
3552,2017,Diesel,Manual,First,59,1186.0,73.97,8351,37592
3553,2017,Petrol,Automatic,First,44,1199.0,88.7,10572,11171
3554,2008,Diesel,Manual,First,39,1405.0,70.0,1521,186411
3555,2013,Diesel,Manual,Second,41,1399.0,67.0,6769,76428
3556,2016,Diesel,Manual,First,59,1248.0,88.5,10633,28145
3557,2008,Petrol,Manual,First,36,1586.0,104.68,5339,48047
3558,2018,Petrol,Automatic,First,50,1197.0,83.1,11469,16067
3559,2016,Diesel,Manual,First,54,1248.0,73.94,5552,74564
3560,2016,Diesel,Automatic,First,45,1582.0,126.24,24339,13670
3561,2012,Petrol,Manual,First,38,995.0,62.1,2129,6835
3562,2017,Petrol,Manual,First,43,1197.0,81.83,9811,2423
3563,2016,Diesel,Manual,First,57,1120.0,71.0,6693,65922
3564,2015,Petrol,Automatic,First,44,1199.0,88.7,9051,16777
3565,2013,Petrol,Manual,First,45,1198.0,86.8,5932,6835
3566,2016,Diesel,Automatic,First,30,2143.0,201.1,53668,24701
3567,2017,Diesel,Manual,First,41,2179.0,153.86,21677,24730
3568,2017,Diesel,Manual,First,57,1120.0,71.0,6845,45360
3569,2015,Diesel,Manual,First,53,1498.0,89.84,11409,34175
3570,2017,Petrol,Automatic,First,51,624.0,37.48,5187,11402
3571,2013,Petrol,Manual,Second,45,1198.0,86.8,4943,27961
3572,2016,Diesel,Manual,First,57,1248.0,88.5,12626,69717
3573,2010,Petrol,Manual,First,47,1197.0,78.9,5248,18019
3574,2015,Diesel,Manual,First,37,2179.0,140.0,18178,33176
3575,2010,Diesel,Manual,First,48,1598.0,103.6,6465,44117
3576,2014,Diesel,Manual,First,32,2179.0,138.1,12550,57787
3577,2010,Petrol,Manual,First,23,2354.0,180.0,9051,73943
3578,2016,Petrol,Manual,First,35,1196.0,73.0,6541,26237
3579,2012,Diesel,Manual,First,53,1248.0,74.0,5932,40389
3580,2016,Petrol,Automatic,First,50,1197.0,83.1,9751,17279
3581,2015,Diesel,Manual,First,35,2179.0,140.0,12717,40451
3582,2014,Petrol,Manual,First,44,1197.0,82.0,5856,31689
3583,2017,Diesel,Automatic,First,45,2143.0,167.62,54763,6213
3584,2011,Petrol,Manual,First,30,1798.0,160.0,11409,34110
3585,2015,Diesel,Manual,First,47,1498.0,88.73,8670,50186
3586,2019,Petrol,Manual,First,49,1197.0,81.8,8366,7503
3587,2016,Diesel,Manual,First,59,1248.0,74.0,8975,30447
3588,2015,Petrol,Manual,First,41,1497.0,117.3,11789,26325
3589,2010,Diesel,Automatic,First,27,2993.0,235.0,27381,42253
3590,2008,Diesel,Manual,First,41,1896.0,106.0,6693,76053
3591,2017,Petrol,Automatic,First,40,1197.0,103.5,12580,31400
3592,2014,Diesel,Manual,First,46,1461.0,83.8,7225,34361
3593,2008,Petrol,Automatic,First,39,1497.0,118.0,5780,45419
3594,2011,Diesel,Manual,First,48,1598.0,103.6,5172,31752
3595,2016,Petrol,Manual,Second,44,1197.0,82.0,7149,8348
3596,2008,Petrol,Manual,Second,39,1388.0,68.0,2266,47224
3597,2016,Diesel,Manual,Second,57,1120.0,71.0,6845,39233
3598,2014,Diesel,Manual,First,60,1498.0,98.6,8214,46531
3599,2016,Petrol,Automatic,First,42,1497.0,117.3,17494,8699
3600,2012,Diesel,Manual,Second,47,1461.0,108.5,5324,34796
3601,2010,Diesel,Automatic,First,52,1995.0,190.0,25100,28583
3602,2012,Petrol,Manual,First,36,1586.0,103.3,5932,32187
3603,2007,Petrol,Automatic,First,38,1497.0,78.0,4943,50331
3604,2018,Petrol,Manual,First,39,1198.0,73.75,8883,10793
3605,2016,Petrol,Manual,First,39,1198.0,73.75,8747,11468
3606,2010,Diesel,Automatic,First,38,1968.0,140.0,15212,36660
3607,2006,Petrol,Manual,Second,44,998.0,67.1,1597,87946
3608,2013,Diesel,Automatic,First,44,1582.0,126.32,8579,31689
3609,2019,Diesel,Automatic,First,42,2143.0,170.0,77536,18213
3610,2016,Diesel,Automatic,First,51,1995.0,190.0,45560,19262
3611,2014,Diesel,Manual,Second,56,1498.0,98.6,7377,49709
3612,2016,Diesel,Automatic,First,40,1582.0,126.2,22057,20505
3613,2011,Petrol,Manual,First,39,1497.0,118.0,8366,44462
3614,2011,Diesel,Manual,First,41,1399.0,68.0,4867,52816
3615,2016,Diesel,Manual,First,62,1248.0,74.0,6845,56544
3616,2015,Diesel,Automatic,First,30,2143.0,204.0,46731,45476
3617,2009,Diesel,Manual,First,27,1991.0,147.9,5324,144158
3618,2007,Diesel,Manual,First,30,2494.0,102.0,10633,78963
3619,2014,Diesel,Manual,First,40,1493.0,100.0,5248,36546
3620,2015,Petrol,Manual,First,40,1497.0,117.3,9994,39654
3621,2014,Diesel,Automatic,First,40,1968.0,174.33,26621,24854
3622,2013,Diesel,Manual,First,51,1199.0,73.9,5704,48122
3623,2017,Petrol,Automatic,First,34,1497.0,121.36,15196,8699
3624,2012,Diesel,Manual,First,30,2494.0,100.0,12474,52892
3625,2005,Petrol,Manual,Third,30,1493.0,100.0,1673,76428
3626,2015,CNG,Manual,First,51,1586.0,85.7,5917,37903
3627,2015,Petrol,Manual,First,58,796.0,47.3,3726,39590
3628,2009,Diesel,Automatic,First,20,2987.0,224.34,20916,32932
3629,2017,Diesel,Manual,First,62,1248.0,74.0,4563,37282
3630,2017,Diesel,Manual,First,57,1248.0,88.5,14071,20505
3631,2013,Diesel,Automatic,First,31,2400.0,215.0,26849,19262
3632,2014,Diesel,Automatic,First,29,2982.0,168.5,27762,49088
3633,2013,Diesel,Manual,First,54,1396.0,90.0,5248,42199
3634,2015,Diesel,Automatic,First,40,1968.0,174.33,36128,36642
3635,2013,Diesel,Manual,Second,46,1461.0,108.5,8290,37282
3636,2017,Petrol,Automatic,First,54,998.0,67.04,7986,21887
3637,2012,Petrol,Automatic,First,39,1197.0,78.9,4411,38700
3638,2010,Diesel,Automatic,First,53,1995.0,190.0,21601,49709
3639,2018,Petrol,Manual,First,44,1197.0,82.0,8823,27152
3640,2017,Petrol,Automatic,First,44,1197.0,82.0,10983,17430
3641,2016,Petrol,Manual,First,44,1197.0,81.86,7408,18076
3642,2013,Petrol,Manual,First,38,1198.0,74.0,5020,39146
3643,2007,Petrol,Manual,Second,41,1497.0,78.0,4563,56544
3644,2014,Diesel,Automatic,First,42,2143.0,136.0,39551,18641
3645,2017,Petrol,Manual,First,32,796.0,35.0,4411,15267
3646,2014,Petrol,Automatic,First,37,1591.0,121.3,11409,27961
3647,2015,Petrol,Manual,First,53,796.0,47.3,3590,15296
3648,2017,Diesel,Manual,First,57,1248.0,88.5,17326,16731
3649,2013,Diesel,Manual,First,35,2179.0,140.0,10678,54516
3650,2016,Diesel,Manual,First,57,1248.0,88.5,12169,21933
3651,2017,Petrol,Manual,First,43,1197.0,81.83,10815,32070
3652,1998,Diesel,Automatic,First,23,1796.0,157.7,5932,34361
3653,2009,Petrol,Manual,First,46,796.0,46.3,3270,40445
3654,2013,Petrol,Manual,First,42,1198.0,86.7,4943,24854
3655,2015,Diesel,Automatic,First,29,2993.0,255.0,107489,23902
3656,2013,Diesel,Manual,First,56,1120.0,70.0,7012,44679
3657,2008,Petrol,Manual,First,31,1799.0,130.0,3574,54059
3658,2014,Diesel,Manual,Second,56,1120.0,70.0,6160,20505
3659,2009,Petrol,Manual,Second,37,796.0,37.0,1216,13732
3660,2014,Diesel,Manual,First,55,1364.0,67.1,8518,37026
3661,2015,Diesel,Manual,First,53,1396.0,88.73,8138,27340
3662,2017,Petrol,Manual,First,56,998.0,67.1,4943,7456
3663,2012,Diesel,Automatic,Second,40,1995.0,184.0,17494,41010
3664,2016,Petrol,Automatic,First,54,998.0,67.04,6465,23617
3665,2009,Petrol,Automatic,Second,32,1798.0,157.75,6769,21747
3666,2009,Diesel,Manual,First,32,2498.0,112.0,4335,43495
3667,2014,Diesel,Manual,First,35,2179.0,140.0,11941,53437
3668,2016,Petrol,Manual,First,44,1197.0,85.8,8062,19883
3669,2017,Petrol,Manual,First,44,999.0,123.24,12169,9320
3670,2014,Diesel,Manual,First,50,1364.0,87.2,14345,43445
3671,2012,Petrol,Manual,First,43,1197.0,80.0,4183,24233
3672,2018,Diesel,Manual,First,47,1461.0,108.45,20536,628
3673,2009,Diesel,Automatic,First,25,2987.0,198.5,15196,52816
3674,2017,Petrol,Manual,First,49,998.0,100.0,10572,28995
3675,2015,Petrol,Automatic,First,42,1498.0,99.6,10268,16777
3676,2015,Petrol,Automatic,First,44,1197.0,82.0,8366,9320
3677,2018,Petrol,Manual,First,50,1462.0,103.25,13964,6570
3678,2014,Petrol,Manual,First,44,1197.0,82.0,6313,7767
3679,2012,Diesel,Manual,First,52,1582.0,126.32,9887,32311
3680,2015,Petrol,Manual,First,50,1197.0,81.8,6252,30955
3681,2008,Diesel,Manual,Second,39,1493.0,110.0,3422,55923
3682,2015,Petrol,Manual,First,41,1197.0,78.9,6936,32439
3683,2013,Diesel,Manual,First,27,2498.0,112.0,6084,103993
3684,2015,Diesel,Manual,First,55,1364.0,67.06,8016,31002
3685,2019,Diesel,Manual,First,42,2523.0,63.0,13858,8092
3686,2010,Diesel,Manual,Second,33,1995.0,147.6,9431,79535
3687,2017,Diesel,Automatic,First,26,2755.0,171.5,30378,16169
3688,2016,Diesel,Manual,First,50,1396.0,88.7,15470,26584
3689,2014,Diesel,Manual,First,66,1248.0,74.0,6845,71457
3690,2019,Diesel,Manual,First,56,1582.0,126.2,21723,18969
3691,2012,Petrol,Manual,Second,46,796.0,46.3,3757,9204
3692,2016,Diesel,Manual,First,55,1248.0,88.5,12017,36039
